time,event_name
2021-01-29,SPY Component Report LYB
2021-01-29,SPY Component Report PSX
2021-01-29,SPY Component Report ROP
2021-01-29,SPY Component Report SYF
2021-01-29,SPY Component Report WY
2021-02-01,SPY Component Report ARE
2021-02-01,SPY Component Report NXPI
2021-02-01,SPY Component Report ON
2021-02-01,SPY Component Report OTIS
2021-02-01,SPY Component Report TMO
2021-02-01,SPY Component Report VRTX
2021-02-02,SPY Component Report AMCR
2021-02-02,SPY Component Report AMGN
2021-02-02,SPY Component Report AMZN
2021-02-02,SPY Component Report ATO
2021-02-02,SPY Component Report AVB
2021-02-02,SPY Component Report BEN
2021-02-02,SPY Component Report BR
2021-02-02,SPY Component Report CB
2021-02-02,SPY Component Report CMG
2021-02-02,SPY Component Report COP
2021-02-02,SPY Component Report EA
2021-02-02,SPY Component Report EMR
2021-02-02,SPY Component Report ETN
2021-02-02,SPY Component Report GL
2021-02-02,SPY Component Report GOOG
2021-02-02,SPY Component Report GOOGL
2021-02-02,SPY Component Report HCA
2021-02-02,SPY Component Report HUBB
2021-02-02,SPY Component Report IDXX
2021-02-02,SPY Component Report LII
2021-02-02,SPY Component Report MCK
2021-02-02,SPY Component Report MPC
2021-02-02,SPY Component Report MTCH
2021-02-02,SPY Component Report PFE
2021-02-02,SPY Component Report RVTY
2021-02-02,SPY Component Report SMCI
2021-02-02,SPY Component Report STE
2021-02-02,SPY Component Report SYY
2021-02-02,SPY Component Report TECH
2021-02-02,SPY Component Report UPS
2021-02-02,SPY Component Report WAT
2021-02-02,SPY Component Report XOM
2021-02-03,SPY Component Report ABBV
2021-02-03,SPY Component Report AFL
2021-02-03,SPY Component Report ALGN
2021-02-03,SPY Component Report ALL
2021-02-03,SPY Component Report APO
2021-02-03,SPY Component Report APTV
2021-02-03,SPY Component Report AVY
2021-02-03,SPY Component Report BIIB
2021-02-03,SPY Component Report BSX
2021-02-03,SPY Component Report CTSH
2021-02-03,SPY Component Report CTVA
2021-02-03,SPY Component Report EBAY
2021-02-03,SPY Component Report GWW
2021-02-03,SPY Component Report HUM
2021-02-03,SPY Component Report HWM
2021-02-03,SPY Component Report IEX
2021-02-03,SPY Component Report KLAC
2021-02-03,SPY Component Report MAA
2021-02-03,SPY Component Report MET
2021-02-03,SPY Component Report PYPL
2021-02-03,SPY Component Report QCOM
2021-02-04,SPY Component Report AME
2021-02-04,SPY Component Report APD
2021-02-04,SPY Component Report BALL
2021-02-04,SPY Component Report BAX
2021-02-04,SPY Component Report BDX
2021-02-04,SPY Component Report BMY
2021-02-04,SPY Component Report CI
2021-02-04,SPY Component Report CLX
2021-02-04,SPY Component Report CMI
2021-02-04,SPY Component Report CMS
2021-02-04,SPY Component Report COR
2021-02-04,SPY Component Report CPAY
2021-02-04,SPY Component Report CPT
2021-02-04,SPY Component Report DECK
2021-02-04,SPY Component Report DGX
2021-02-04,SPY Component Report ESS
2021-02-04,SPY Component Report F
2021-02-04,SPY Component Report FTNT
2021-02-04,SPY Component Report FTV
2021-02-04,SPY Component Report GEN
2021-02-04,SPY Component Report GILD
2021-02-04,SPY Component Report HIG
2021-02-04,SPY Component Report HSY
2021-02-04,SPY Component Report ICE
2021-02-04,SPY Component Report IP
2021-02-04,SPY Component Report MCHP
2021-02-04,SPY Component Report MPWR
2021-02-04,SPY Component Report MRK
2021-02-04,SPY Component Report MSI
2021-02-04,SPY Component Report MTD
2021-02-04,SPY Component Report NWS
2021-02-04,SPY Component Report NWSA
2021-02-04,SPY Component Report ODFL
2021-02-04,SPY Component Report PH
2021-02-04,SPY Component Report PM
2021-02-04,SPY Component Report PRU
2021-02-04,SPY Component Report RL
2021-02-04,SPY Component Report SNA
2021-02-04,SPY Component Report TMUS
2021-02-04,SPY Component Report TPR
2021-02-04,SPY Component Report WEC
2021-02-04,SPY Component Report WYNN
2021-02-04,SPY Component Report XYL
2021-02-04,SPY Component Report YUM
2021-02-05,SPY Component Report AON
2021-02-05,SPY Component Report CAH
2021-02-05,SPY Component Report CBOE
2021-02-05,SPY Component Report EL
2021-02-05,SPY Component Report ITW
2021-02-05,SPY Component Report LIN
2021-02-05,SPY Component Report REGN
2021-02-05,SPY Component Report TT
2021-02-05,SPY Component Report ZBH
2021-02-08,SPY Component Report EG
2021-02-08,SPY Component Report GPN
2021-02-08,SPY Component Report HAS
2021-02-08,SPY Component Report JKHY
2021-02-08,SPY Component Report KKR
2021-02-08,SPY Component Report SPG
2021-02-08,SPY Component Report TTWO
2021-02-09,SPY Component Report ACGL
2021-02-09,SPY Component Report AIZ
2021-02-09,SPY Component Report AKAM
2021-02-09,SPY Component Report CARR
2021-02-09,SPY Component Report CNC
2021-02-09,SPY Component Report CSCO
2021-02-09,SPY Component Report DAY
2021-02-09,SPY Component Report DD
2021-02-09,SPY Component Report DOC
2021-02-09,SPY Component Report ENPH
2021-02-09,SPY Component Report FI
2021-02-09,SPY Component Report FIS
2021-02-09,SPY Component Report FOXA
2021-02-09,SPY Component Report INCY
2021-02-09,SPY Component Report IT
2021-02-09,SPY Component Report J
2021-02-09,SPY Component Report MAS
2021-02-09,SPY Component Report MLM
2021-02-09,SPY Component Report SPGI
2021-02-09,SPY Component Report TDG
2021-02-09,SPY Component Report UDR
2021-02-09,SPY Component Report WELL
2021-02-09,SPY Component Report WTW
2021-02-10,SPY Component Report BG
2021-02-10,SPY Component Report CDW
2021-02-10,SPY Component Report CINF
2021-02-10,SPY Component Report CME
2021-02-10,SPY Component Report EFX
2021-02-10,SPY Component Report EQIX
2021-02-10,SPY Component Report EQR
2021-02-10,SPY Component Report GM
2021-02-10,SPY Component Report IFF
2021-02-10,SPY Component Report IPG
2021-02-10,SPY Component Report IQV
2021-02-10,SPY Component Report KO
2021-02-10,SPY Component Report MGM
2021-02-10,SPY Component Report MOH
2021-02-10,SPY Component Report ORLY
2021-02-10,SPY Component Report PAYC
2021-02-10,SPY Component Report TRMB
2021-02-10,SPY Component Report TYL
2021-02-10,SPY Component Report UBER
2021-02-11,SPY Component Report DIS
2021-02-11,SPY Component Report DLR
2021-02-11,SPY Component Report DUK
2021-02-11,SPY Component Report DVA
2021-02-11,SPY Component Report DXCM
2021-02-11,SPY Component Report EXPE
2021-02-11,SPY Component Report FRT
2021-02-11,SPY Component Report GDDY
2021-02-11,SPY Component Report GNRC
2021-02-11,SPY Component Report HII
2021-02-11,SPY Component Report K
2021-02-11,SPY Component Report KHC
2021-02-11,SPY Component Report KIM
2021-02-11,SPY Component Report LH
2021-02-11,SPY Component Report MHK
2021-02-11,SPY Component Report PEP
2021-02-11,SPY Component Report POOL
2021-02-11,SPY Component Report REG
2021-02-11,SPY Component Report TAP
2021-02-11,SPY Component Report TSN
2021-02-11,SPY Component Report VRSN
2021-02-11,SPY Component Report ZBRA
2021-02-12,SPY Component Report D
2021-02-12,SPY Component Report MCO
2021-02-16,SPY Component Report A
2021-02-16,SPY Component Report AIG
2021-02-16,SPY Component Report ALLE
2021-02-16,SPY Component Report CVS
2021-02-16,SPY Component Report DVN
2021-02-16,SPY Component Report ECL
2021-02-16,SPY Component Report ES
2021-02-16,SPY Component Report EXPD
2021-02-16,SPY Component Report INVH
2021-02-16,SPY Component Report PLTR
2021-02-16,SPY Component Report VMC
2021-02-16,SPY Component Report ZTS
2021-02-17,SPY Component Report ADI
2021-02-17,SPY Component Report ALB
2021-02-17,SPY Component Report CF
2021-02-17,SPY Component Report CRL
2021-02-17,SPY Component Report EQT
2021-02-17,SPY Component Report GPC
2021-02-17,SPY Component Report GRMN
2021-02-17,SPY Component Report HLT
2021-02-17,SPY Component Report HSIC
2021-02-17,SPY Component Report MOS
2021-02-17,SPY Component Report NI
2021-02-17,SPY Component Report SNPS
2021-02-18,SPY Component Report AEE
2021-02-18,SPY Component Report AMAT
2021-02-18,SPY Component Report ANET
2021-02-18,SPY Component Report CPRT
2021-02-18,SPY Component Report ED
2021-02-18,SPY Component Report EPAM
2021-02-18,SPY Component Report FE
2021-02-18,SPY Component Report HRL
2021-02-18,SPY Component Report HST
2021-02-18,SPY Component Report KEYS
2021-02-18,SPY Component Report LKQ
2021-02-18,SPY Component Report LNT
2021-02-18,SPY Component Report MAR
2021-02-18,SPY Component Report NEM
2021-02-18,SPY Component Report OMC
2021-02-18,SPY Component Report PPL
2021-02-18,SPY Component Report SO
2021-02-18,SPY Component Report TRGP
2021-02-18,SPY Component Report VICI
2021-02-18,SPY Component Report VTR
2021-02-18,SPY Component Report WAB
2021-02-18,SPY Component Report WM
2021-02-18,SPY Component Report WMT
2021-02-18,SPY Component Report WST
2021-02-19,SPY Component Report DE
2021-02-19,SPY Component Report DTE
2021-02-22,SPY Component Report CDNS
2021-02-22,SPY Component Report EXR
2021-02-22,SPY Component Report FANG
2021-02-22,SPY Component Report IR
2021-02-22,SPY Component Report NDSN
2021-02-22,SPY Component Report O
2021-02-22,SPY Component Report OKE
2021-02-22,SPY Component Report OXY
2021-02-22,SPY Component Report PANW
2021-02-22,SPY Component Report RCL
2021-02-22,SPY Component Report RSG
2021-02-22,SPY Component Report SBAC
2021-02-22,SPY Component Report WBD
2021-02-22,SPY Component Report WMB
2021-02-23,SPY Component Report CBRE
2021-02-23,SPY Component Report CSGP
2021-02-23,SPY Component Report CTRA
2021-02-23,SPY Component Report HD
2021-02-23,SPY Component Report INTU
2021-02-23,SPY Component Report LDOS
2021-02-23,SPY Component Report MDT
2021-02-23,SPY Component Report PODD
2021-02-23,SPY Component Report VRSK
2021-02-24,SPY Component Report ANSS
2021-02-24,SPY Component Report APA
2021-02-24,SPY Component Report AWK
2021-02-24,SPY Component Report BKNG
2021-02-24,SPY Component Report ETR
2021-02-24,SPY Component Report EXC
2021-02-24,SPY Component Report IRM
2021-02-24,SPY Component Report LOW
2021-02-24,SPY Component Report NTAP
2021-02-24,SPY Component Report NVDA
2021-02-24,SPY Component Report PARA
2021-02-24,SPY Component Report PNW
2021-02-24,SPY Component Report PSA
2021-02-24,SPY Component Report TJX
2021-02-25,SPY Component Report ABNB
2021-02-25,SPY Component Report ADSK
2021-02-25,SPY Component Report AEP
2021-02-25,SPY Component Report AES
2021-02-25,SPY Component Report AMT
2021-02-25,SPY Component Report AXON
2021-02-25,SPY Component Report BBY
2021-02-25,SPY Component Report CNP
2021-02-25,SPY Component Report CRM
2021-02-25,SPY Component Report CZR
2021-02-25,SPY Component Report DELL
2021-02-25,SPY Component Report DPZ
2021-02-25,SPY Component Report EIX
2021-02-25,SPY Component Report EOG
2021-02-25,SPY Component Report ERIE
2021-02-25,SPY Component Report FSLR
2021-02-25,SPY Component Report HPQ
2021-02-25,SPY Component Report KDP
2021-02-25,SPY Component Report LYV
2021-02-25,SPY Component Report MNST
2021-02-25,SPY Component Report MRNA
2021-02-25,SPY Component Report NCLH
2021-02-25,SPY Component Report PCG
2021-02-25,SPY Component Report PWR
2021-02-25,SPY Component Report SJM
2021-02-25,SPY Component Report SRE
2021-02-25,SPY Component Report TPL
2021-02-25,SPY Component Report UHS
2021-02-25,SPY Component Report WDAY
2021-02-26,SPY Component Report BLDR
2021-02-26,SPY Component Report EVRG
2021-02-26,SPY Component Report PEG
2021-02-26,SPY Component Report VST
2021-02-27,SPY Component Report BRK-B
2021-03-01,SPY Component Report EXE
2021-03-01,SPY Component Report NRG
2021-03-01,SPY Component Report VTRS
2021-03-02,SPY Component Report AZO
2021-03-02,SPY Component Report HPE
2021-03-02,SPY Component Report ROST
2021-03-02,SPY Component Report TGT
2021-03-03,SPY Component Report BF-B
2021-03-03,SPY Component Report DLTR
2021-03-04,SPY Component Report AVGO
2021-03-04,SPY Component Report COO
2021-03-04,SPY Component Report COST
2021-03-04,SPY Component Report KR
2021-03-05,SPY Component Report DASH
2021-03-10,SPY Component Report CPB
2021-03-10,SPY Component Report ORCL
2021-03-11,SPY Component Report ULTA
2021-03-16,SPY Component Report CRWD
2021-03-16,SPY Component Report JBL
2021-03-16,SPY Component Report LEN
2021-03-17,SPY Component Report CTAS
2021-03-17,SPY Component Report WSM
2021-03-18,SPY Component Report ACN
2021-03-18,SPY Component Report DG
2021-03-18,SPY Component Report FDX
2021-03-18,SPY Component Report NKE
2021-03-23,SPY Component Report ADBE
2021-03-24,SPY Component Report GIS
2021-03-25,SPY Component Report DRI
2021-03-30,SPY Component Report FDS
2021-03-30,SPY Component Report LULU
2021-03-30,SPY Component Report MKC
2021-03-31,SPY Component Report MU
2021-03-31,SPY Component Report WBA
2021-04-01,SPY Component Report KMX
2021-04-06,SPY Component Report PAYX
2021-04-07,SPY Component Report CCL
2021-04-07,SPY Component Report LW
2021-04-08,SPY Component Report CAG
2021-04-08,SPY Component Report STZ
2021-04-13,SPY Component Report FAST
2021-04-14,SPY Component Report GS
2021-04-14,SPY Component Report JPM
2021-04-14,SPY Component Report WFC
2021-04-15,SPY Component Report BAC
2021-04-15,SPY Component Report C
2021-04-15,SPY Component Report DAL
2021-04-15,SPY Component Report JBHT
2021-04-15,SPY Component Report PEP
2021-04-15,SPY Component Report PGR
2021-04-15,SPY Component Report PPG
2021-04-15,SPY Component Report SCHW
2021-04-15,SPY Component Report TFC
2021-04-15,SPY Component Report UNH
2021-04-15,SPY Component Report USB
2021-04-16,SPY Component Report BK
2021-04-16,SPY Component Report CFG
2021-04-16,SPY Component Report MS
2021-04-16,SPY Component Report PNC
2021-04-16,SPY Component Report STT
2021-04-19,SPY Component Report IBM
2021-04-19,SPY Component Report KO
2021-04-19,SPY Component Report MTB
2021-04-19,SPY Component Report PLD
2021-04-19,SPY Component Report STLD
2021-04-19,SPY Component Report UAL
2021-04-20,SPY Component Report ABT
2021-04-20,SPY Component Report CSX
2021-04-20,SPY Component Report DOV
2021-04-20,SPY Component Report EW
2021-04-20,SPY Component Report FITB
2021-04-20,SPY Component Report ISRG
2021-04-20,SPY Component Report JNJ
2021-04-20,SPY Component Report KEY
2021-04-20,SPY Component Report LMT
2021-04-20,SPY Component Report NFLX
2021-04-20,SPY Component Report NTRS
2021-04-20,SPY Component Report OMC
2021-04-20,SPY Component Report PG
2021-04-20,SPY Component Report PM
2021-04-20,SPY Component Report TRV
2021-04-20,SPY Component Report WRB
2021-04-21,SPY Component Report BKR
2021-04-21,SPY Component Report CCI
2021-04-21,SPY Component Report CMG
2021-04-21,SPY Component Report EFX
2021-04-21,SPY Component Report ELV
2021-04-21,SPY Component Report GL
2021-04-21,SPY Component Report HAL
2021-04-21,SPY Component Report KMI
2021-04-21,SPY Component Report LRCX
2021-04-21,SPY Component Report LVS
2021-04-21,SPY Component Report NDAQ
2021-04-21,SPY Component Report NEE
2021-04-21,SPY Component Report NVR
2021-04-21,SPY Component Report TEL
2021-04-21,SPY Component Report VZ
2021-04-22,SPY Component Report AEP
2021-04-22,SPY Component Report ALLE
2021-04-22,SPY Component Report BIIB
2021-04-22,SPY Component Report BX
2021-04-22,SPY Component Report DGX
2021-04-22,SPY Component Report DHI
2021-04-22,SPY Component Report DHR
2021-04-22,SPY Component Report DOW
2021-04-22,SPY Component Report FCX
2021-04-22,SPY Component Report FE
2021-04-22,SPY Component Report GPC
2021-04-22,SPY Component Report HBAN
2021-04-22,SPY Component Report HCA
2021-04-22,SPY Component Report HIG
2021-04-22,SPY Component Report INTC
2021-04-22,SPY Component Report IQV
2021-04-22,SPY Component Report LUV
2021-04-22,SPY Component Report MKTX
2021-04-22,SPY Component Report NUE
2021-04-22,SPY Component Report ODFL
2021-04-22,SPY Component Report PNR
2021-04-22,SPY Component Report POOL
2021-04-22,SPY Component Report SNA
2021-04-22,SPY Component Report STX
2021-04-22,SPY Component Report T
2021-04-22,SPY Component Report TSCO
2021-04-22,SPY Component Report UNP
2021-04-22,SPY Component Report VLO
2021-04-22,SPY Component Report VRSN
2021-04-23,SPY Component Report AXP
2021-04-23,SPY Component Report HON
2021-04-23,SPY Component Report KMB
2021-04-23,SPY Component Report RF
2021-04-23,SPY Component Report SLB
2021-04-26,SPY Component Report AMP
2021-04-26,SPY Component Report ARE
2021-04-26,SPY Component Report BRO
2021-04-26,SPY Component Report CDNS
2021-04-26,SPY Component Report JNPR
2021-04-26,SPY Component Report LII
2021-04-26,SPY Component Report NXPI
2021-04-26,SPY Component Report OTIS
2021-04-26,SPY Component Report PKG
2021-04-26,SPY Component Report SBAC
2021-04-26,SPY Component Report TSLA
2021-04-26,SPY Component Report UHS
2021-04-27,SPY Component Report ACGL
2021-04-27,SPY Component Report ADM
2021-04-27,SPY Component Report AMD
2021-04-27,SPY Component Report AMGN
2021-04-27,SPY Component Report BXP
2021-04-27,SPY Component Report CB
2021-04-27,SPY Component Report CHRW
2021-04-27,SPY Component Report CNC
2021-04-27,SPY Component Report COF
2021-04-27,SPY Component Report CSGP
2021-04-27,SPY Component Report DTE
2021-04-27,SPY Component Report ECL
2021-04-27,SPY Component Report EIX
2021-04-27,SPY Component Report ENPH
2021-04-27,SPY Component Report EQR
2021-04-27,SPY Component Report ESS
